# Simulation 2 (Up to date)
# 5397 data points written for 54 variables.
# Simulation warnings:
#   Body calculations may not be entirely accurate at supersonic speeds.
#   Recovery device deployment at high speed (68.4 m/s)
#   Discontinuity in rocket body diameter.
#
# Time (s),Altitude (ft),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (in),CG location (in),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Coriolis acceleration (m/s²),Reference length (in),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
4.5423,6941.5,764.74,-295.97,765.38,296.32,246.07,13.8,246.45,3.2098,31.392,14.46,28.61,-80.599,9.7851,0.0093799,736.2,0.72533,1.6066,9644.8,4464,2.6093,0.019221,126.85,107.8,4.733,2.3069,84495354,0,2763.6,1.1537,1.1537,0.1294,0.91596,0.10837,6.8385e-4,0.0033762,-1.5413e-4,0,-0.0057271,0,0.0057271,5.274e-6,0.097904,4.024,82.049,87.157,2.4175,NaN,1.0149,783.8,331.91,4.7849e-4,3.4844
4.5427,6942.7,764.6,-295.86,765.24,296.21,246.12,13.802,246.5,3.2098,31.385,14.445,28.61,-80.599,9.7851,0.0090684,734.2,0.60665,1.6586,9644.8,4464,2.6093,0.019221,126.85,107.8,4.7337,2.3065,84477172,0,2762.5,1.1537,1.1537,0.12941,0.91594,0.10839,6.6123e-4,0.0031919,1.5269e-4,0,-0.0057139,0,0.0057139,3.6907e-6,0.097885,4.024,82.049,87.156,2.4074,NaN,1.0125,783.77,331.91,4.798e-4,3.4845
4.5432,6943.9,764.46,-295.74,765.1,296.1,246.17,13.805,246.55,3.2098,31.378,14.431,28.61,-80.599,9.7851,0.0088158,732.2,0.4743,1.7038,9644.8,4464,2.6093,0.019221,126.85,107.8,4.7344,2.306,84458947,0,2761.4,1.1538,1.1538,0.12943,0.91591,0.10841,6.429e-4,0.0033034,2.1492e-4,0,-0.0057006,0,0.0057006,2.2568e-6,0.097867,4.024,82.049,87.155,2.3973,NaN,1.0101,783.73,331.91,4.8112e-4,3.4846
4.5437,6945.1,764.31,-295.63,764.96,295.98,246.22,13.807,246.6,3.2097,31.371,14.416,28.61,-80.599,9.7851,0.0086284,730.2,0.33032,1.7397,9644.8,4464,2.6093,0.019221,126.86,107.8,4.735,2.3056,84440680,0,2760.3,1.1538,1.1538,0.12944,0.91589,0.10843,6.2933e-4,0.0026828,4.9246e-5,0,-0.0056873,0,0.0056873,1.095e-6,0.097849,4.024,82.049,87.155,2.3874,NaN,1.0077,783.69,331.91,4.8244e-4,3.4847
4.5442,6946.3,764.17,-295.52,764.81,295.87,246.27,13.81,246.65,3.2097,31.364,14.402,28.61,-80.599,9.7851,0.0085116,728.21,0.17698,1.7628,9644.8,4464,2.6093,0.019221,126.86,107.8,4.7357,2.3052,84422370,0,2759.2,1.1538,1.1538,0.12946,0.91587,0.10845,6.2091e-4,0.0026141,-2.0059e-4,0,-0.005674,0,0.005674,3.1446e-7,0.097831,4.024,82.049,87.154,2.3775,NaN,1.0052,783.66,331.91,4.8377e-4,3.4848
4.5447,6947.6,764.03,-295.4,764.67,295.75,246.31,13.813,246.7,3.2097,31.357,14.387,28.61,-80.599,9.7851,0.0084689,726.21,0.018649,1.7727,9644.8,4464,2.6093,0.019221,126.86,107.8,4.7362,2.3048,84404017,0,2758.1,1.1538,1.1538,0.12948,0.91584,0.10847,6.179e-4,0.0025159,-5.3075e-4,0,-0.0056607,0,0.0056607,0,0.097812,4.024,82.049,87.153,2.3678,NaN,1.0028,783.62,331.91,4.8511e-4,3.4849
4.5451,6948.8,763.88,-295.29,764.53,295.64,246.36,13.815,246.75,3.2096,31.35,14.372,28.61,-80.599,9.7851,0.0085022,724.21,-0.14007,1.7675,9644.8,4464,2.6093,0.019221,126.86,107.8,4.7368,2.3044,84385621,0,2757,1.1538,1.1538,0.12949,0.91582,0.10849,6.2044e-4,0.0029412,2.2769e-4,0,-0.0056473,0,0.0056473,-1.9712e-7,0.097794,4.024,82.049,87.153,2.3582,NaN,1.0003,783.59,331.91,4.8645e-4,3.4851
4.5456,6950,763.74,-295.17,764.38,295.52,246.41,13.818,246.8,3.2096,31.343,14.357,28.61,-80.599,9.7851,0.0086108,722.22,-0.29588,1.7473,9644.8,4464,2.6093,0.019221,126.87,107.8,4.7373,2.3039,84367181,0,2755.9,1.1538,1.1538,0.12951,0.9158,0.10851,6.2848e-4,0.0034599,-4.7677e-4,0,-0.005634,0,0.005634,-8.799e-7,0.097776,4.024,82.049,87.152,2.3488,NaN,0.99788,783.55,331.9,4.878e-4,3.4852
4.5461,6951.2,763.6,-295.06,764.24,295.41,246.46,13.821,246.85,3.2096,31.336,14.342,28.61,-80.599,9.7851,0.0087923,720.22,-0.44239,1.7147,9644.8,4464,2.6093,0.019221,126.87,107.8,4.7377,2.3035,84348698,0,2754.8,1.1538,1.1538,0.12952,0.91577,0.10853,6.4185e-4,0.0033813,-5.0322e-4,0,-0.0056207,0,0.0056207,-1.9678e-6,0.097757,4.024,82.049,87.151,2.3394,NaN,0.99542,783.51,331.9,4.8916e-4,3.4853
4.5466,6952.4,763.45,-294.94,764.09,295.29,246.51,13.823,246.9,3.2095,31.329,14.327,28.61,-80.599,9.7851,0.0090423,718.22,-0.57896,1.672,9644.8,4464,2.6093,0.019221,126.87,107.8,4.7381,2.3031,8.433e7,0,2753.7,1.1538,1.1538,0.12954,0.91575,0.10855,6.6024e-4,0.0035269,4.3102e-4,0,-0.0056074,0,0.0056074,-3.3715e-6,0.097739,4.024,82.049,87.15,2.3302,NaN,0.99295,783.48,331.9,4.9053e-4,3.4854
4.5471,6953.7,763.31,-294.83,763.95,295.17,246.57,13.826,246.95,3.2095,31.322,14.312,28.61,-80.599,9.7851,0.0093554,716.22,-0.70243,1.6203,9644.8,4464,2.6093,0.019221,126.87,107.8,4.7385,2.3027,84311600,0,2752.6,1.1538,1.1539,0.12956,0.91572,0.10857,6.8325e-4,0.0035059,2.2444e-4,0,-0.005594,0,0.005594,-4.9648e-6,0.09772,4.024,82.049,87.15,2.3212,NaN,0.99048,783.44,331.9,4.919e-4,3.4855
4.5476,6954.9,763.16,-294.71,763.8,295.06,246.62,13.829,247,3.2095,31.315,14.297,28.61,-80.599,9.7851,0.0097253,714.23,-0.81149,1.5636,9644.8,4464,2.6093,0.019221,126.87,107.8,4.7389,2.3022,84292984,0,2751.4,1.1539,1.1539,0.12957,0.9157,0.10859,7.1042e-4,0.003203,1.2814e-4,0,-0.0055807,0,0.0055807,-6.6286e-6,0.097702,4.024,82.049,87.149,2.3123,NaN,0.98799,783.4,331.9,4.9329e-4,3.4856
4.5481,6956.1,763.02,-294.6,763.66,294.94,246.67,13.831,247.05,3.2094,31.308,14.281,28.61,-80.599,9.7851,0.010146,712.23,-0.90769,1.5046,9644.8,4464,2.6093,0.019221,126.87,107.8,4.7392,2.3018,84274324,0,2750.3,1.1539,1.1539,0.12959,0.91568,0.10861,7.4128e-4,0.0034358,2.3426e-4,0,-0.0055673,0,0.0055673,-8.2966e-6,0.097683,4.024,82.049,87.148,2.3036,NaN,0.98551,783.37,331.9,4.9468e-4,3.4857
4.5486,6957.4,762.87,-294.48,763.51,294.83,246.72,13.834,247.1,3.2094,31.301,14.266,28.61,-80.599,9.7851,0.01061,710.23,-0.99021,1.4452,9644.8,4464,2.6093,0.019221,126.87,107.8,4.7395,2.3014,84255619,0,2749.2,1.1539,1.1539,0.12961,0.91565,0.10863,7.7539e-4,0.0039865,4.5383e-4,0,-0.005554,0,0.005554,-9.8774e-6,0.097664,4.024,82.049,87.147,2.2951,NaN,0.98301,783.33,331.89,4.9608e-4,3.4858
4.5491,6958.6,762.73,-294.36,763.37,294.71,246.77,13.837,247.16,3.2094,31.294,14.25,28.61,-80.599,9.7851,0.011112,708.23,-1.061,1.3867,9644.8,4464,2.6093,0.019221,126.88,107.8,4.7398,2.301,84236868,0,2748.1,1.1539,1.1539,0.12962,0.91563,0.10865,8.123e-4,0.0034673,-2.763e-5,0,-0.0055406,0,0.0055406,-1.1345e-5,0.097646,4.024,82.049,87.147,2.2867,NaN,0.98051,783.29,331.89,4.9748e-4,3.4859
4.5496,6959.9,762.58,-294.25,763.22,294.59,246.82,13.84,247.21,3.2093,31.287,14.235,28.61,-80.599,9.7851,0.011648,706.24,-1.1211,1.3299,9644.8,4464,2.6093,0.019221,126.88,107.8,4.7401,2.3005,84218073,0,2746.9,1.1539,1.1539,0.12964,0.9156,0.10867,8.5163e-4,0.0037256,4.217e-4,0,-0.0055272,0,0.0055272,-1.2672e-5,0.097627,4.024,82.049,87.146,2.2785,NaN,0.978,783.25,331.89,4.989e-4,3.486
4.5501,6961.1,762.43,-294.13,763.07,294.47,246.87,13.842,247.26,3.2093,31.28,14.219,28.61,-80.599,9.7851,0.012211,704.24,-1.1711,1.2759,9644.8,4464,2.6093,0.019221,126.88,107.8,4.7404,2.3001,84199232,0,2745.8,1.1539,1.1539,0.12965,0.91558,0.10869,8.9303e-4,0.0047452,2.5614e-4,0,-0.0055138,0,0.0055138,-1.3832e-5,0.097608,4.024,82.049,87.145,2.2705,NaN,0.97549,783.22,331.89,5.0032e-4,3.4861
4.5506,6962.4,762.29,-294.01,762.93,294.36,246.92,13.845,247.31,3.2093,31.272,14.204,28.61,-80.599,9.7851,0.012797,702.24,-1.213,1.2253,9644.8,4464,2.6093,0.019221,126.88,107.8,4.7407,2.2997,8.418e7,0,2744.7,1.1539,1.1539,0.12967,0.91555,0.10871,9.3618e-4,0.0042529,7.1376e-5,0,-0.0055006,0,0.0055006,-1.4844e-5,0.097589,4.024,82.049,87.144,2.2627,NaN,0.97297,783.18,331.89,5.0174e-4,3.4863
4.5511,6963.6,762.14,-293.9,762.78,294.24,246.97,13.848,247.36,3.2092,31.265,14.188,28.61,-80.599,9.7851,0.013404,700.25,-1.2474,1.1773,9644.8,4464,2.6093,0.019221,126.88,107.8,4.741,2.2992,84161412,0,2743.5,1.1539,1.1539,0.12969,0.91553,0.10873,9.8081e-4,0.0044847,-1.456e-4,0,-0.0054873,0,0.0054873,-1.5705e-5,0.097571,4.024,82.049,87.144,2.255,NaN,0.97044,783.14,331.89,5.0316e-4,3.4864
4.5516,6964.9,761.99,-293.78,762.63,294.12,247.02,13.851,247.41,3.2092,31.258,14.173,28.61,-80.599,9.7851,0.014027,698.25,-1.2748,1.1337,9644.8,4464,2.6093,0.019221,126.88,107.8,4.7413,2.2988,84142434,0,2742.4,1.154,1.154,0.1297,0.9155,0.10875,0.0010267,0.0048201,4.0247e-4,0,-0.0054741,0,0.0054741,-1.6409e-5,0.097552,4.024,82.049,87.143,2.2476,NaN,0.9679,783.1,331.89,5.046e-4,3.4865
4.5521,6966.1,761.84,-293.66,762.48,294,247.08,13.853,247.46,3.2091,31.251,14.157,28.61,-80.599,9.7851,0.014663,696.25,-1.2976,1.092,9644.8,4464,2.6093,0.019221,126.88,107.8,4.7416,2.2984,84123410,0,2741.2,1.154,1.154,0.12972,0.91548,0.10877,0.0010735,0.0052428,3.9994e-4,0,-0.0054608,0,0.0054608,-1.7008e-5,0.097533,4.024,82.049,87.142,2.2404,NaN,0.96536,783.07,331.88,5.0604e-4,3.4866
4.5526,6967.4,761.69,-293.54,762.33,293.88,247.13,13.856,247.52,3.2091,31.244,14.141,28.61,-80.599,9.7851,0.01531,694.25,-1.314,1.0535,9644.8,4464,2.6093,0.019221,126.88,107.8,4.7419,2.2979,84104339,0,2740.1,1.154,1.154,0.12974,0.91545,0.10879,0.0011212,0.005831,-1.0949e-4,0,-0.0054476,0,0.0054476,-1.7446e-5,0.097514,4.024,82.049,87.141,2.2334,NaN,0.96281,783.03,331.88,5.0749e-4,3.4867
4.5531,6968.7,761.54,-293.42,762.18,293.76,247.18,13.859,247.57,3.2091,31.237,14.125,28.61,-80.599,9.7851,0.015966,692.26,-1.3267,1.0176,9644.8,4464,2.6093,0.019221,126.89,107.8,4.7422,2.2975,84085222,0,2739,1.154,1.154,0.12975,0.91543,0.10882,0.0011696,0.0057398,1.3393e-4,0,-0.0054343,0,0.0054343,-1.7794e-5,0.097495,4.024,82.049,87.141,2.2266,NaN,0.96026,782.99,331.88,5.0895e-4,3.4868
4.5536,6969.9,761.39,-293.31,762.03,293.64,247.23,13.862,247.62,3.209,31.23,14.11,28.61,-80.599,9.7851,0.016628,690.26,-1.3355,0.98475,9644.8,4464,2.6093,0.019221,126.89,107.8,4.7424,2.297,84066058,0,2737.8,1.154,1.154,0.12977,0.9154,0.10884,0.0012184,0.0053768,8.4827e-5,0,-0.005421,0,0.005421,-1.8037e-5,0.097475,4.024,82.049,87.14,2.22,NaN,0.9577,782.95,331.88,5.1041e-4,3.4869
4.5541,6971.2,761.25,-293.19,761.89,293.52,247.28,13.864,247.67,3.209,31.222,14.094,28.61,-80.599,9.7851,0.017295,688.26,-1.3406,0.95519,9644.8,4464,2.6093,0.019221,126.89,107.8,4.7427,2.2966,84046848,0,2736.6,1.154,1.154,0.12979,0.91538,0.10886,0.0012677,0.0057329,-1.7643e-5,0,-0.0054077,0,0.0054077,-1.8182e-5,0.097456,4.024,82.049,87.139,2.2136,NaN,0.95513,782.91,331.88,5.1189e-4,3.487
4.5546,6972.5,761.1,-293.07,761.73,293.4,247.34,13.867,247.72,3.209,31.215,14.078,28.61,-80.599,9.7851,0.017965,686.27,-1.3431,0.92698,9644.8,4464,2.6093,0.019221,126.89,107.8,4.743,2.2962,84027590,0,2735.5,1.154,1.154,0.12981,0.91535,0.10888,0.0013172,0.006072,-2.1128e-4,0,-0.0053944,0,0.0053944,-1.8256e-5,0.097437,4.024,82.049,87.138,2.2074,NaN,0.95255,782.88,331.88,5.1337e-4,3.4871
4.5551,6973.8,760.94,-292.95,761.58,293.28,247.39,13.87,247.78,3.2089,31.208,14.062,28.61,-80.599,9.7851,0.018637,684.27,-1.343,0.90151,9644.8,4464,2.6093,0.019221,126.89,107.8,4.7433,2.2957,84008284,0,2734.3,1.1541,1.1541,0.12982,0.91533,0.1089,0.0013668,0.0064388,4.6481e-4,0,-0.0053812,0,0.0053812,-1.826e-5,0.097418,4.024,82.049,87.137,2.2015,NaN,0.94997,782.84,331.87,5.1486e-4,3.4872
4.5557,6975.1,760.79,-292.83,761.43,293.16,247.44,13.873,247.83,3.2089,31.201,14.047,28.61,-80.599,9.7851,0.01931,682.27,-1.3397,0.87787,9644.8,4464,2.6093,0.019221,126.89,107.8,4.7436,2.2953,83988931,0,2733.2,1.1541,1.1541,0.12984,0.9153,0.10892,0.0014165,0.0066902,3.2157e-4,0,-0.0053678,0,0.0053678,-1.8178e-5,0.097398,4.024,82.049,87.137,2.1958,NaN,0.94738,782.8,331.87,5.1636e-4,3.4873
4.5562,6976.3,760.64,-292.71,761.28,293.04,247.49,13.875,247.88,3.2089,31.193,14.031,28.61,-80.599,9.7851,0.019981,680.28,-1.3346,0.85555,9644.8,4464,2.6093,0.019221,126.89,107.8,4.7439,2.2948,8.397e7,0,2732,1.1541,1.1541,0.12986,0.91528,0.10894,0.0014662,0.0070084,-6.5057e-5,0,-0.0053545,0,0.0053545,-1.8048e-5,0.097379,4.024,82.049,87.136,2.1904,NaN,0.94479,782.76,331.87,5.1787e-4,3.4874
4.5567,6977.6,760.49,-292.59,761.13,292.92,247.55,13.878,247.94,3.2088,31.186,14.015,28.61,-80.599,9.7851,0.020651,678.28,-1.3278,0.83569,9644.8,4464,2.6093,0.019221,126.89,107.8,4.7442,2.2944,8.395e7,0,2730.8,1.1541,1.1541,0.12987,0.91525,0.10896,0.0015158,0.007102,3.6295e-4,0,-0.0053412,0,0.0053412,-1.7872e-5,0.09736,4.024,82.049,87.135,2.1851,NaN,0.94218,782.72,331.87,5.1939e-4,3.4876
4.5572,6978.9,760.34,-292.47,760.98,292.8,247.6,13.881,247.99,3.2088,31.179,14,28.61,-80.599,9.7851,0.021318,676.28,-1.3188,0.81771,9644.8,4464,2.6093,0.019221,126.89,107.8,4.7445,2.2939,83930581,0,2729.7,1.1541,1.1541,0.12989,0.91523,0.10898,0.0015652,0.0075524,-3.4681e-4,0,-0.0053279,0,0.0053279,-1.7638e-5,0.09734,4.024,82.049,87.134,2.1801,NaN,0.93957,782.68,331.87,5.2092e-4,3.4877
4.5577,6980.2,760.19,-292.35,760.83,292.68,247.65,13.884,248.04,3.2088,31.172,13.984,28.61,-80.599,9.7851,0.021982,674.28,-1.3082,0.80055,9644.8,4464,2.6093,0.019221,126.9,107.8,4.7448,2.2935,83911034,0,2728.5,1.1541,1.1541,0.12991,0.9152,0.109,0.0016144,0.008013,-1.2119e-4,0,-0.0053146,0,0.0053146,-1.7361e-5,0.097321,4.024,82.049,87.134,2.1754,NaN,0.93695,782.64,331.87,5.2246e-4,3.4878
4.5582,6981.5,760.03,-292.22,760.67,292.56,247.71,13.887,248.1,3.2087,31.164,13.969,28.61,-80.599,9.7851,0.02264,672.29,-1.2957,0.78535,9644.8,4464,2.6093,0.019221,126.9,107.8,4.7451,2.293,83891438,0,2727.3,1.1541,1.1541,0.12992,0.91518,0.10903,0.0016632,0.0082169,1.915e-4,0,-0.0053012,0,0.0053012,-1.7038e-5,0.097301,4.024,82.049,87.133,2.1709,NaN,0.93433,782.61,331.87,5.24e-4,3.4879
4.5588,6982.8,759.88,-292.1,760.52,292.44,247.76,13.89,248.15,3.2087,31.157,13.953,28.61,-80.599,9.7851,0.023294,670.29,-1.2821,0.77133,9644.8,4464,2.6093,0.019221,126.9,107.8,4.7454,2.2926,83871792,0,2726.1,1.1541,1.1541,0.12994,0.91515,0.10905,0.0017117,0.0080025,-3.7032e-4,0,-0.0052879,0,0.0052879,-1.6691e-5,0.097282,4.024,82.049,87.132,2.1667,NaN,0.9317,782.57,331.86,5.2556e-4,3.488
4.5593,6984.2,759.73,-291.98,760.37,292.31,247.81,13.892,248.2,3.2087,31.15,13.938,28.61,-80.599,9.7851,0.023941,668.29,-1.2678,0.75791,9644.8,4464,2.6093,0.019221,126.9,107.8,4.7457,2.2921,83852097,0,2725,1.1542,1.1542,0.12996,0.91512,0.10907,0.0017598,0.0088107,-3.2996e-4,0,-0.0052745,0,0.0052745,-1.6327e-5,0.097262,4.024,82.049,87.131,2.1627,NaN,0.92906,782.53,331.86,5.2712e-4,3.4881
4.5598,6985.5,759.57,-291.86,760.21,292.19,247.87,13.895,248.26,3.2086,31.142,13.922,28.61,-80.599,9.7851,0.024582,666.3,-1.2513,0.74628,9644.8,4464,2.6093,0.019221,126.9,107.8,4.746,2.2917,83832351,0,2723.8,1.1542,1.1542,0.12998,0.9151,0.10909,0.0018074,0.0083643,-2.3904e-4,0,-0.0052612,0,0.0052612,-1.591e-5,0.097242,4.024,82.049,87.13,2.159,NaN,0.92641,782.49,331.86,5.287e-4,3.4882
4.5604,6986.8,759.42,-291.74,760.06,292.07,247.92,13.898,248.31,3.2086,31.135,13.907,28.61,-80.599,9.7851,0.025215,664.3,-1.2336,0.73565,9644.8,4464,2.6093,0.019221,126.9,107.8,4.7463,2.2912,83812556,0,2722.6,1.1542,1.1542,0.12999,0.91507,0.10911,0.0018544,0.0084832,3.2591e-4,0,-0.0052478,0,0.0052478,-1.547e-5,0.097222,4.024,82.049,87.13,2.1555,NaN,0.92376,782.45,331.86,5.3028e-4,3.4883
4.5609,6988.1,759.26,-291.61,759.9,291.94,247.98,13.901,248.36,3.2085,31.128,13.892,28.61,-80.599,9.7851,0.02584,662.3,-1.2153,0.72514,9644.8,4464,2.6093,0.019221,126.9,107.8,4.7467,2.2908,83792710,0,2721.4,1.1542,1.1542,0.13001,0.91505,0.10913,0.001901,0.0092463,-2.4853e-5,0,-0.0052344,0,0.0052344,-1.5019e-5,0.097203,4.024,82.049,87.129,2.1523,NaN,0.92109,782.41,331.86,5.3187e-4,3.4884
4.5614,6989.4,759.11,-291.49,759.75,291.82,248.03,13.904,248.42,3.2085,31.12,13.876,28.61,-80.599,9.7851,0.026456,660.3,-1.1947,0.71536,9644.8,4464,2.6093,0.019221,126.9,107.8,4.747,2.2903,83772813,0,2720.2,1.1542,1.1542,0.13003,0.91502,0.10916,0.0019468,0.0089526,-8.5981e-5,0,-0.005221,0,0.005221,-1.4521e-5,0.097183,4.024,82.049,87.128,2.1494,NaN,0.91843,782.37,331.86,5.3348e-4,3.4885
4.562,6990.8,758.95,-291.37,759.59,291.7,248.08,13.907,248.47,3.2085,31.113,13.861,28.61,-80.599,9.7851,0.027062,658.31,-1.1741,0.7063,9644.8,4464,2.6093,0.019221,126.91,107.8,4.7473,2.2898,83752865,0,2719,1.1542,1.1542,0.13005,0.91499,0.10918,0.001992,0.0095927,-2.1385e-4,0,-0.0052077,0,0.0052077,-1.403e-5,0.097163,4.024,82.049,87.128,2.1467,NaN,0.91575,782.33,331.85,5.3509e-4,3.4887
4.5625,6992.1,758.8,-291.24,759.44,291.57,248.14,13.91,248.53,3.2084,31.105,13.846,28.61,-80.599,9.7851,0.027658,656.31,-1.1525,0.69746,9644.8,4464,2.6093,0.019221,126.91,107.8,4.7477,2.2894,83732866,0,2717.8,1.1542,1.1542,0.13006,0.91497,0.1092,0.0020365,0.0097853,4.3981e-4,0,-0.0051943,0,0.0051943,-1.3523e-5,0.097143,4.024,82.049,87.127,2.1443,NaN,0.91307,782.29,331.85,5.3671e-4,3.4888
4.563,6993.4,758.64,-291.12,759.28,291.45,248.19,13.913,248.58,3.2084,31.098,13.831,28.61,-80.599,9.7851,0.028244,654.31,-1.1298,0.68977,9644.8,4464,2.6093,0.019221,126.91,107.8,4.7481,2.2889,83712815,0,2716.6,1.1542,1.1542,0.13008,0.91494,0.10922,0.0020802,0.010386,3.5563e-4,0,-0.0051809,0,0.0051809,-1.3003e-5,0.097123,4.024,82.049,87.126,2.1422,NaN,0.91037,782.25,331.85,5.3834e-4,3.4889
4.5636,6994.8,758.49,-291,759.12,291.32,248.25,13.916,248.64,3.2084,31.09,13.817,28.61,-80.599,9.7851,0.028819,652.32,-1.1059,0.68322,9644.8,4464,2.6093,0.019221,126.91,107.8,4.7484,2.2885,83692712,0,2715.4,1.1543,1.1543,0.1301,0.91491,0.10924,0.0021231,0.010227,-2.7584e-4,0,-0.0051674,0,0.0051674,-1.2464e-5,0.097103,4.024,82.049,87.125,2.1403,NaN,0.90767,782.21,331.85,5.3999e-4,3.489
4.5641,6996.1,758.33,-290.87,758.96,291.2,248.3,13.919,248.69,3.2083,31.083,13.802,28.61,-80.599,9.7851,0.029381,650.32,-1.081,0.6766,9644.8,4464,2.6093,0.019221,126.91,107.8,4.7488,2.288,83672556,0,2714.2,1.1543,1.1543,0.13012,0.91489,0.10927,0.0021651,0.010691,4.1133e-4,0,-0.005154,0,0.005154,-1.1913e-5,0.097083,4.024,82.049,87.125,2.1387,NaN,0.90497,782.17,331.85,5.4164e-4,3.4891
4.5646,6997.5,758.17,-290.75,758.81,291.07,248.36,13.921,248.75,3.2083,31.076,13.787,28.61,-80.599,9.7851,0.029932,648.32,-1.0551,0.67025,9644.8,4464,2.6093,0.019221,126.91,107.8,4.7492,2.2875,83652349,0,2713,1.1543,1.1543,0.13013,0.91486,0.10929,0.0022063,0.010083,3.0027e-4,0,-0.0051406,0,0.0051406,-1.1354e-5,0.097063,4.024,82.049,87.124,2.1374,NaN,0.90225,782.13,331.85,5.433e-4,3.4892
4.5652,6998.8,758.01,-290.62,758.65,290.95,248.41,13.924,248.8,3.2083,31.068,13.773,28.61,-80.599,9.7851,0.030469,646.33,-1.0285,0.66437,9644.8,4464,2.6093,0.019221,126.91,107.8,4.7496,2.2871,83632088,0,2711.8,1.1543,1.1543,0.13015,0.91483,0.10931,0.0022465,0.010997,-2.5243e-4,0,-0.0051272,0,0.0051272,-1.0792e-5,0.097042,4.024,82.049,87.123,2.1364,NaN,0.89953,782.09,331.84,5.4498e-4,3.4893
4.5657,7000.2,757.85,-290.5,758.49,290.82,248.47,13.927,248.86,3.2082,31.061,13.758,28.61,-80.599,9.7851,0.030993,644.33,-1.0013,0.65937,9644.8,4464,2.6093,0.019221,126.92,107.8,4.75,2.2866,83611774,0,2710.6,1.1543,1.1543,0.13017,0.91481,0.10933,0.0022858,0.011149,1.4255e-4,0,-0.0051137,0,0.0051137,-1.0234e-5,0.097022,4.024,82.049,87.123,2.1356,NaN,0.8968,782.05,331.84,5.4666e-4,3.4894
4.5663,7001.5,757.7,-290.37,758.33,290.7,248.52,13.93,248.91,3.2082,31.053,13.744,28.61,-80.599,9.7851,0.031503,642.33,-0.97286,0.65429,9644.8,4464,2.6093,0.019221,126.92,107.8,4.7504,2.2861,83591407,0,2709.4,1.1543,1.1543,0.13019,0.91478,0.10935,0.002324,0.011364,-1.9246e-4,0,-0.0051003,0,0.0051003,-9.6651e-6,0.097002,4.024,82.049,87.122,2.1352,NaN,0.89406,782.01,331.84,5.4835e-4,3.4895
4.5668,7002.9,757.54,-290.25,758.17,290.57,248.58,13.933,248.97,3.2081,31.046,13.73,28.61,-80.599,9.7851,0.031998,640.34,-0.94325,0.64988,9644.8,4464,2.6093,0.019221,126.92,107.8,4.7508,2.2857,83570986,0,2708.1,1.1543,1.1543,0.13021,0.91475,0.10938,0.0023612,0.011695,-2.7241e-4,0,-0.0050868,0,0.0050868,-9.0894e-6,0.096981,4.024,82.049,87.121,2.135,NaN,0.89132,781.97,331.84,5.5006e-4,3.4896
4.5674,7004.3,757.38,-290.12,758.01,290.44,248.64,13.936,249.03,3.2081,31.038,13.716,28.61,-80.599,9.7851,0.032478,638.34,-0.9133,0.64576,9644.8,4464,2.6093,0.019221,126.92,107.8,4.7512,2.2852,83550511,0,2706.9,1.1544,1.1544,0.13022,0.91473,0.1094,0.0023973,0.011866,-1.5211e-4,0,-0.0050734,0,0.0050734,-8.5251e-6,0.096961,4.024,82.049,87.121,2.1351,NaN,0.88856,781.93,331.84,5.5177e-4,3.4897
4.5679,7005.6,757.22,-289.99,757.85,290.32,248.69,13.939,249.08,3.2081,31.03,13.703,28.61,-80.599,9.7851,0.032942,636.34,-0.88274,0.64198,9644.8,4464,2.6093,0.019221,126.92,107.8,4.7516,2.2847,8.353e7,0,2705.7,1.1544,1.1544,0.13024,0.9147,0.10942,0.0024322,0.011499,-7.2883e-5,0,-0.0050599,0,0.0050599,-7.9673e-6,0.096941,4.024,82.049,87.12,2.1355,NaN,0.8858,781.88,331.84,5.535e-4,3.4899
4.5685,7007,757.06,-289.87,757.69,290.19,248.75,13.942,249.14,3.208,31.023,13.689,28.61,-80.599,9.7851,0.033391,634.34,-0.85142,0.63836,9644.8,4464,2.6093,0.019221,126.93,107.8,4.7521,2.2843,83509397,0,2704.5,1.1544,1.1544,0.13026,0.91467,0.10944,0.002466,0.011841,1.8512e-4,0,-0.0050464,0,0.0050464,-7.4153e-6,0.09692,4.024,82.049,87.12,2.1361,NaN,0.88303,781.84,331.83,5.5524e-4,3.49
